Name,Logic Elements,Registers,Max Clock Freq,Synthesis Time,DSP Blocks,Clock Cycles,Correct
radix4_32,484,200    ,105.7 ,00:02:22,0,        12, 1
radix4_33,503,207    ,111.52 ,00:02:31,0,        13, 1
radix4_34,502,207    ,107.09 ,00:02:26,0,        11, 1
radix4_35,538,218    ,103.8 ,00:02:31,0,        13, 1
radix4_36,536,225    ,101.99 ,00:02:18,0,        13, 1
radix4_37,556,226    ,106.91 ,00:02:40,0,        13, 1
radix4_38,563,232    ,104.09 ,00:02:27,0,        12, 1
radix4_39,590,239    ,106.5 ,00:02:22,0,        14, 1
radix4_40,592,239    ,106.5 ,00:02:24,0,        12, 1
radix4_41,604,255    ,106.27 ,00:02:21,0,        14, 0
radix4_42,617,253    ,104.18 ,00:02:25,0,        13, 1
radix4_43,634,259    ,104.69 ,00:02:26,0,        15, 1
radix4_44,652,249    ,109.05 ,00:02:23,0,        15, 1
radix4_45,659,263    ,104.49 ,00:02:33,0,        16, 1
radix4_46,666,273    ,91.52 ,00:02:36,0,        14, 1
radix4_47,666,276    ,99.62 ,00:02:38,0,        16, 1
radix4_48,681,277    ,101.52 ,00:02:32,0,        16, 1
radix4_49,697,292    ,95.11 ,00:02:25,0,        18, 1
radix4_50,705,290    ,95.84 ,00:02:27,0,        18, 1
radix4_51,722,293    ,101.14 ,00:02:25,0,        17, 1
radix4_52,722,309    ,101.79 ,00:02:30,0,        15, 1
radix4_53,732,311    ,99.25 ,00:02:30,0,        17, 1
radix4_54,741,330    ,104.5 ,00:02:29,0,        18, 1
radix4_55,762,328    ,94.35 ,00:02:32,0,        18, 1
radix4_56,767,324    ,92.74 ,00:02:28,0,        22, 1
radix4_57,778,333    ,98.24 ,00:02:29,0,        18, 1
radix4_58,787,342    ,97.77 ,00:02:36,0,        19, 1
radix4_59,810,329    ,98.54 ,00:02:35,0,        20, 1
radix4_60,813,344    ,97.08 ,00:02:36,0,        19, 1
radix4_61,827,349    ,98.31 ,00:02:39,0,        19, 1
radix4_62,837,358    ,97.88 ,00:02:34,0,        20, 1
radix4_63,864,365    ,96.4 ,00:02:48,0,        20, 1
radix4_64,885,371    ,92.26 ,00:02:44,0,        21, 1
radix4_66,903,390    ,90.48 ,00:02:41,0,        21, 1
radix4_68,929,397    ,95.43 ,00:02:42,0,        21, 1
radix4_70,952,403    ,93.36 ,00:02:50,0,        20, 1
radix4_72,988,407    ,93.42 ,00:02:44,0,        22, 1
radix4_74,"1,009",424    ,90.83 ,00:03:01,0,        23, 1
radix4_76,"1,033",429    ,88.88 ,00:02:47,0,        24, 1
radix4_78,"1,060",442    ,87.17 ,00:02:57,0,        24, 1
radix4_80,"1,077",453    ,90.86 ,00:03:18,0,        22, 1
radix4_82,"1,103",454    ,84.52 ,00:03:29,0,        23, 1
radix4_84,"1,128",468    ,87.51 ,00:03:56,0,        27, 1
radix4_86,"1,154",488    ,86.54 ,00:02:50,0,        24, 1
radix4_88,"1,163",494    ,89.21 ,00:03:09,0,        27, 1
radix4_90,"1,197",496    ,84.65 ,00:03:47,0,        27, 1
radix4_92,"1,214",516    ,84.83 ,00:03:47,0,        27, 1
radix4_94,"1,241",520    ,82.12 ,00:03:55,0,        26, 1
radix4_96,"1,253",524    ,88.28 ,00:03:07,0,        28, 1
radix4_98,"1,278",532    ,85.21 ,00:03:38,0,        30, 1
radix4_100,"1,307",545    ,86.13 ,00:03:59,0,        29, 1
radix4_102,"1,322",566    ,81.37 ,00:04:00,0,        28, 1
radix4_104,"1,349",567    ,82.67 ,00:03:33,0,        30, 1
radix4_106,"1,374",591    ,80.36 ,00:03:48,0,        31, 1
radix4_108,"1,396",585    ,80.19 ,00:03:59,0,        31, 1
radix4_110,"1,416",592    ,82.22 ,00:03:52,0,        30, 1
radix4_112,"1,435",608    ,78.92 ,00:03:59,0,        32, 1
radix4_114,"1,457",600    ,78.37 ,00:04:07,0,        33, 1
radix4_116,"1,499",626    ,79.15 ,00:04:07,0,        34, 1
radix4_118,"1,508",663    ,76.38 ,00:04:06,0,        35, 1
radix4_120,"1,536",653    ,77.9 ,00:03:57,0,        32, 1
radix4_122,"1,547",660    ,77.85 ,00:03:44,0,        33, 1
radix4_124,"1,582",670    ,75.06 ,00:04:11,0,        33, 1
radix4_126,"1,593",698    ,72.18 ,00:04:26,0,        37, 1
radix4_128,"1,618",699    ,75.6 ,00:04:10,0,        36, 1
radix4_132,"1,682",719    ,75.57 ,00:04:15,0,        37, 1
radix4_136,"1,736",726    ,68.48 ,00:04:42,0,        36, 1
radix4_140,"1,797",742    ,70.03 ,00:04:23,0,        39, 1
radix4_144,"1,848",773    ,74.05 ,00:04:22,0,        40, 1
radix4_148,"1,903",802    ,68.42 ,00:04:28,0,        41, 1
radix4_152,"1,952",827    ,71.25 ,00:04:45,0,        43, 1
radix4_156,"2,016",836    ,73.29 ,00:04:46,0,        44, 1
radix4_160,"2,038",854    ,69.4 ,00:04:49,0,        45, 1
radix4_164,"2,094",870    ,68.79 ,00:04:47,0,        45, 1
radix4_168,"2,147",915    ,69.39 ,00:04:49,0,        47, 1
radix4_172,"2,188",917    ,70.82 ,00:04:49,0,        47, 1
radix4_176,"2,235",928    ,66.36 ,00:04:54,0,        48, 1
radix4_180,"2,289",952    ,63.48 ,00:04:46,0,        49, 1
radix4_184,"2,332",981    ,65.1 ,00:05:15,0,        50, 1
radix4_188,"2,384",990    ,65.12 ,00:05:04,0,        51, 1
radix4_192,"2,430",1012   ,63.9 ,00:05:15,0,        52, 1
radix4_196,"2,492",1042   ,65.49 ,00:05:19,0,        51, 1
radix4_200,"2,543",1036   ,64.84 ,00:05:15,0,        54, 1
radix4_204,"2,591",1083   ,62.74 ,00:05:39,0,        55, 1
radix4_208,"2,625",1083   ,63.06 ,00:05:27,0,        56, 1
radix4_212,"2,683",1116   ,61.77 ,00:05:20,0,        57, 1
radix4_216,"2,733",1122   ,62.2 ,00:05:56,0,        59, 1
radix4_220,"2,776",1138   ,60.49 ,00:05:24,0,        57, 1
radix4_224,"2,840",1170   ,61.46 ,00:05:49,0,        58, 1
radix4_228,"2,880",1205   ,60.43 ,00:05:49,0,        59, 0
radix4_232,"2,922",1242   ,58.25 ,00:06:06,0,        60, 1
radix4_236,"2,972",1264   ,58.62 ,00:05:34,0,        61, 1
radix4_240,"2,996",1237   ,54.54 ,00:06:36,0,        62, 1
radix4_244,"3,065",1262   ,54.48 ,00:05:56,0,        65, 1
radix4_248,"3,103",1319   ,57.28 ,00:05:50,0,        67, 1
radix4_252,"3,160",1340   ,53.6 ,00:05:51,0,        67, 1
radix4_256,"5,151",1322   ,50.57 ,00:08:30,0,        68, 1
radix4_264,"5,303",1353   ,49.81 ,00:09:24,0,        71, 1
radix4_272,"5,506",1393   ,46.8 ,00:09:38,0,        72, 1
radix4_280,"5,661",1452   ,45.69 ,00:10:23,0,        72, 1
radix4_288,"5,815",1471   ,46.36 ,00:10:19,0,        74, 1
radix4_296,"6,004",1525   ,48.26 ,00:10:48,0,        78, 1
radix4_304,"6,166",1592   ,45.42 ,00:10:29,0,        80, 1
radix4_312,"6,313",1624   ,44.43 ,00:11:09,0,        80, 1
radix4_320,"6,467",1642   ,43.8 ,00:10:34,0,        82, 1
radix4_328,"6,633",1676   ,42.99 ,00:10:56,0,        84, 1
radix4_336,"5,204",1797   ,44.4 ,00:12:00,0,        88, 1
radix4_344,"5,311",1855   ,41.79 ,00:12:27,0,        90, 1
radix4_352,"5,414",1899   ,43.07 ,00:13:12,0,        90, 1
radix4_360,"5,545",1972   ,41.33 ,00:12:03,0,        94, 1
radix4_368,"5,631",1979   ,41.24 ,00:13:45,0,        94, 1
radix4_376,"5,754",2014   ,40.05 ,00:14:04,0,        98, 1
radix4_384,"5,891",2047   ,39.96 ,00:13:36,0,       100, 1
radix4_392,"6,016",2076   ,40.54 ,00:15:00,0,       100, 1
radix4_400,"6,147",2193   ,39.09 ,00:15:06,0,       104, 1
radix4_408,"6,272",2222   ,39.3 ,00:14:41,0,       106, 1
radix4_416,"6,407",2256   ,37.96 ,00:16:01,0,       106, 0
radix4_424,"6,501",2258   ,38.33 ,00:15:41,0,       110, 1
radix4_432,"6,618",2274   ,37.8 ,00:15:40,0,       112, 1
radix4_440,"6,741",2317   ,36.89 ,00:16:54,0,       112, 1
radix4_448,"6,869",2372   ,36.18 ,00:17:05,0,       114, 1
radix4_456,"6,968",2471   ,36.29 ,00:19:16,0,       118, 0
radix4_464,"7,077",2474   ,35.6 ,00:18:31,0,       118, 1
radix4_472,"7,215",2544   ,35.17 ,00:18:47,0,       123, 1
radix4_480,"7,329",2557   ,34.47 ,00:18:18,0,       122, 0
radix4_488,"7,454",2613   ,33.24 ,00:18:41,0,       124, 1
radix4_496,"7,557",2579   ,34.13 ,00:18:41,0,       128, 1
radix4_504,"7,691",2755   ,33.67 ,00:21:14,0,       128, 1
radix4_512,"8,022",2729   ,32.48 ,00:23:00,0,       130, 1
radix4_528,"8,192",2780   ,32.02 ,00:22:59,0,       134, 1
radix4_544,"8,431",2862   ,31.75 ,00:23:43,0,       138, 1
radix4_560,"8,701",2970   ,31.62 ,00:25:23,0,       142, 1
radix4_576,"8,953",3023   ,29.81 ,00:26:23,0,       146, 1
radix4_592,"9,429",3201   ,29.46 ,00:28:22,0,       152, 1
radix4_608,"9,688",3268   ,29.2 ,00:24:33,0,       154, 1
radix4_624,"9,959",3294   ,28.49 ,00:29:38,0,       161, 1
radix4_640,"10,199",3385   ,27.89 ,00:29:22,0,       162, 1
radix4_656,"10,486",3411   ,27.52 ,00:32:28,0,       168, 0
radix4_672,"10,743",3567   ,27.18 ,00:32:53,0,       170, 1
radix4_688,"11,012",3566   ,26.57 ,00:33:08,0,       174, 1
radix4_704,"11,273",3730   ,26.27 ,00:38:03,0,       183, 1
radix4_720,"11,532",3768   ,25.7 ,00:39:04,0,       184, 1
radix4_736,"11,777",3856   ,24.89 ,00:39:35,0,       188, 1
radix4_752,"12,018",3939   ,24.96 ,00:39:53,0,       192, 1
radix4_768,"12,261",4010   ,23.69 ,00:38:50,0,       194, 1
radix4_784,"12,526",4163   ,23.84 ,00:46:28,0,       198, 1
radix4_800,"12,775",4260   ,23.57 ,00:43:06,0,       202, 1
radix4_816,"13,050",4288   ,23.1 ,00:47:28,0,       206, 1
radix4_832,"13,311",4443   ,22.97 ,00:46:02,0,       210, 1
radix4_848,"13,558",4562   ,22.78 ,00:47:48,0,       214, 1
radix4_864,"13,801",4553   ,22.42 ,00:47:18,0,       220, 1
radix4_880,"14,060",4549   ,21.81 ,00:49:18,0,       222, 1
radix4_896,"14,312",4717   ,21.32 ,00:54:49,0,       226, 1
radix4_912,"14,507",4875   ,21.53 ,01:00:34,0,       233, 1
radix4_928,"14,781",5000   ,21.19 ,01:04:59,0,       237, 0
radix4_944,"15,004",5064   ,20.86 ,01:07:12,0,       241, 1
radix4_960,"15,280",5043   ,20.26 ,01:02:07,0,       242, 1
radix4_976,"15,520",5102   ,20.38 ,01:09:08,0,       246, 1
radix4_992,"15,829",5230   ,19.79 ,01:10:52,0,       252, 1
radix4_1008,"16,075",5425   ,19.83 ,01:07:02,0,       254, 0
radix4_1024,"16,528",5556   ,19.11 ,01:17:30,0,       260, 1
radix4_1056,"17,106",5544   ,18.69 ,01:24:28,0,       266, 1
radix4_1088,"17,646",5754   ,18.46 ,01:21:58,0,       276, 1
radix4_1120,"18,174",5952   ,17.86 ,01:23:56,0,       284, 0
radix4_1152,"14,145",5217   ,17.86 ,,0,       290, 1
radix4_1184,"14,492",5361   ,17.86 ,,0,       298, 1
radix4_1216,"14,926",5505   ,17.86 ,,0,       306, 1
radix4_1248,"15,339",5649   ,17.86 ,,0,       316, 1
radix4_1280,"15,735",5793   ,17.86 ,,0,       324, 1
radix4_1312,"16,091",5937   ,17.86 ,,0,       330, 0
radix4_1344,"16,480",6081   ,17.86 ,,0,       338, 1
radix4_1376,"17,074",6225   ,17.86 ,,0,       349, 1
radix4_1408,"17,524",6369   ,17.86 ,,0,       354, 0
radix4_1440,"17,909",6513   ,17.86 ,,0,       362, 1
radix4_1472,"18,292",6657   ,17.86 ,,0,       370, 1
radix4_1504,"18,861",6801   ,17.86 ,,0,       378, 1
radix4_1536,"19,035",6945   ,17.86 ,,0,       386, 1
radix4_1568,"19,427",7089   ,17.86 ,,0,       394, 0
radix4_1600,"19,821",7233   ,17.86 ,,0,       404, 0
radix4_1632,"20,196",7377   ,17.86 ,,0,       412, 0
radix4_1664,"20,595",7521   ,17.86 ,,0,       420, 1
radix4_1696,"20,983",7665   ,17.86 ,,0,       426, 0
radix4_1728,"21,385",7809   ,17.86 ,,0,       434, 1
radix4_1760,"21,760",7953   ,17.86 ,,0,       445, 1
radix4_1792,"22,166",8097   ,17.86 ,,0,       450, 1
radix4_1824,"22,559",8241   ,17.86 ,,0,       458, 0
radix4_1856,"22,945",8385   ,17.86 ,,0,       466, 1
radix4_1888,"23,328",8529   ,17.86 ,,0,       476, 1
radix4_1920,"23,714",8673   ,17.86 ,,0,       482, 0
radix4_1952,"24,100",8817   ,17.86 ,,0,       492, 0
radix4_1984,"24,484",8961   ,17.86 ,,0,       500, 0
radix4_2016,"24,856",9105   ,17.86 ,,0,       506, 1
radix4_2048,"25,875",9251   ,17.86 ,,0,       518, 0
goldschmidt8,"25,875",9251   ,17.86 ,,0,       518, 0
goldschmidt8,"25,875",9251   ,17.86 ,,0,       518, 0
